anuncio,valor_cop,tipo,city,Ciudad,Estado,area,Cuartos,bano,habitaciones
"Desde $ 468.035.000

Apartamento en Villa carolina, Barranquilla, Atlantico
3 Habs.
2 Baños
86.67 m²
Altos Del Parque, Apartamento En Venta En Villa Carolina, Barranquilla

Altos del Parque está ubicado en Villa Carolina, una zona con excelente valorización y desarrollo. Sus cómodas vías de acceso hacen que su ubicación residencial sea la ideal para que disfrutes de todos los beneficios que ofrece a su alrededor, estarás cerca al Servicio de Transmetro, a Homecenter y a los centros comerciales Buena Vista y Villa Carolina. Los espacios, áreas y sus diferentes zonas están diseñadas para brindarte comodidad y exclusividad. Disfrutarás de gimnasio, juegos infantiles, kiosko social, piscinas, parqueadero y zonas verdes. Sin duda estos espacios serán ideales para tu familia.

Contactar
Llamar
Whatsapp",468035000,Apartamento,Barranquilla,Villa carolina,Atlantico,86.67,2,,3
"Desde $ 213.525.000

Apartamento en Miramar, Barranquilla, Atlantico

Unidades desde:

2 Habs.
2 Baños
57.71 m²
Puerta Dorada Cristalina, Apartamento En Venta En Miramar, Barranquilla

El proyecto Cristalina se encuentra ubicado en el desarrollo urbanístico de Puerta Dorada. Es un conjunto de viviendas tipo VIS. Alrededor de un sector de gran desarrollo urbanístico con parques de cesión pública y vías de perfil generoso. Ideal para la comodidad, el confort y el disfrute de sus habitantes. Puerta Dorada consta de 17 torres de 11 pisos cada una y cuatro apartamentos por piso para un total de 748 apartamentos, con áreas de 57,71m² y 70,30m². Cuenta con un total de 298 estacionamientos para vehículos (191 residentes y 107 visitantes) y 125 estacionamientos para motos, localizados en un edificio de parqueaderos de cuatro pisos y otra parte en superficie. Cuenta con dos acceso peatonales y un completo equipamiento comunal.

Contactar
Llamar
Whatsapp",213525000,Apartamento,Barranquilla,Miramar,Atlantico,57.71,2,,2
"Desde $ 204.703.200

Apartamento en Ciudad Mallorquin, Barranquilla, Atlantico
2 Habs.
1 Baño
57 m²
Reserva De La Cienaga, Apartamento En Venta En Ciudad Mallorquín, Barranquilla

""Reserva de la ciénaga esta conformado por 44,903 m² construidos aproximadamente, cuenta con: cuatro (4) torres de 16 pisos cada una destinadas a vivienda, una (1) edificación de 1 piso destinado a servicios comunales. El conjunto contara con 277 parqueaderos para residentes y 43 parqueaderos comunales para visitantes, incluidos 6 para minusvalidos. Como dotación en los espacios comunales tendrá con Portería, salón social, administración, gimnasio , piscina de adultos y niños, Apartamentos entre 57 m2 aproximadamente incluido área de balcón y AA. Cada torre cuenta con 2 ascensores. En cada torre se cuenta con 160 apartamentos.""

Contactar
Llamar
Whatsapp",204703200,Apartamento,Barranquilla,Ciudad Mallorquin,Atlantico,57,1,,2
"Desde $ 209.460.000

Apartamento en Ciudad Mallorquin, Barranquilla, Atlantico

Unidades desde:

3 Habs.
2 Baños
46.94 m²
Aquanova, Apartamento En Venta En Ciudad Mallorquín, Barranquilla

Firenze se encuentra estratégicamente ubicado en Miramar, el lugar donde se desarrolla la Barranquilla moderna. Aquí tu inversión crece mientras disfrutas increíbles zonas sociales, así como resulta muy práctico movilizarse a cualquier punto de la ciudad. Vías de acceso principales que favorecen tu movilidad: Avda. Olaya Herrera, calle 100, transversal 43A, 43B y prolongación de la carrera 43 que tendrá conexión con la circunvalar.

Contactar
Llamar
Whatsapp",209460000,Apartamento,Barranquilla,Ciudad Mallorquin,Atlantico,46.94,2,,3
"Desde $ 188.500.000

Apartamento en Comuna 1, Barranquilla, Atlantico

Unidades desde:

3 Habs.
2 Baños
64.01 m²
Puerta Dorada Arrecife, Apartamento En Venta En Comuna 1, Barranquilla

En la búsqueda permanente de lograr mejoras en nuestros proyectos, se determinó reubicar el proyecto Arrecife en un terreno de mayor área que pudiera ofrecer mejores características urbanísticas y arquitectónicas que pretenden consolidar Puerta Dorada Arrecife como un proyecto representativo de ciudad Puerta Dorada. Estas mejoras, son pensadas en pro de tu comodidad; buscando siempre un beneficio para toda tu familia..

Contactar
Llamar
Whatsapp",188500000,Apartamento,Barranquilla,Comuna 1,Atlantico,64.01,2,,3
"Desde $ 432.473.000

Apartamento en Buenavista, Barranquilla, Atlantico
2 Habs.
2 Baños
56.49 m²
Riverside, Apartamento En Venta En Buenavista, Barranquilla

Riverside es un exclusivo proyecto con tranquilidad y naturaleza! Estamos en lanzamiento con beneficios por tiempo limitado. Visítanos en nuestra sala de ventas Calle 99 con 65 esquina! O llámanos para que escojas la mejor ubicación y aproveches la lista de precios exclusiva de lanzamiento..

Contactar
Llamar
Whatsapp",432473000,Apartamento,Barranquilla,Buenavista,Atlantico,56.49,2,,2
"Desde $ 273.508.000

Apartamento en Miramar, Barranquilla, Atlantico
2 Habs.
1 Baño
45.95 m²
Amaretto, Apartamento En Venta En Miramar, Barranquilla

Con la mejor vista panorámica al parque Miramar. Este complejo residencial cuenta con espacios modernos y equipados para compartir con amigos y familiares. En Amaretto apartamentos, nos aseguramos de que disfrutes de una distribución eficiente y bien pensada para tu comodidad para que tu familia y tú puedan disfrutar al máximo de la vida.

Contactar
Llamar
Whatsapp",273508000,Apartamento,Barranquilla,Miramar,Atlantico,45.95,1,,2
"Desde $ 1.739.320.000

Apartamento en Miramar, Barranquilla, Atlantico
3 Habs.
3 Baños
148.14 m²
Costanera, Apartamento En Venta En Miramar, Barranquilla

Por años, este privilegiado lote, ubicado en el corazón de Barranquilla, aguardó pacientemente su destino. En esta zona donde la modernidad y la tradición se entrelazan, nace un proyecto para aquellos que buscan más que una simple vivienda: un estilo de vida. Costanera es el resultado de un sueño compartido, concebido para el público más exigente, sofisticado y cosmopolita, que desea estar en el epicentro de todo sin renunciar a la serenidad y la exclusividad de un entorno residencial único. Con un compromiso inquebrantable hacia la ciudad y su entorno, dedicamos años a diseñar cada detalle. Creamos un espacio que fusiona lujo, sostenibilidad y diseño vanguardista, manteniendo una perfecta armonía con su entorno. Así, nace Costanera, luxury living: un proyecto diseñado exclusivamente para ti.

Contactar
Llamar
Whatsapp",1739320000,Apartamento,Barranquilla,Miramar,Atlantico,148.14,3,,3
"Desde $ 223.433.000

Apartamento en Miramar, Barranquilla, Atlantico

Unidades desde:

1 Hab
1 Baño
34.06 m²
Firenze, Apartamento En Venta En Miramar, Barranquilla

Firenze está estratégicamente ubicado en Miramar, Barranquilla, con excelente conectividad, zonas sociales y cercanía a centros comerciales, servicios y vías principales.

Contactar
Llamar
Whatsapp",223433000,Apartamento,Barranquilla,Miramar,Atlantico,34.06,1,,1
"Desde $ 209.460.000

Apartamento en Miramar, Barranquilla, Atlantico

Unidades desde:

1 Hab
1 Baño
46.7 m²
Palmanova, Apartamento En Venta En Miramar, Barranquilla

El proyecto PALMANOVA, es un conjunto tipo VIS se encuentra ubicado en el desarrollo urbanístico Ciudad Mallorquín, en el municipio de Puerto Colombia al noroccidente del departamento del Atlántico. Este proyecto está próximo a grandes hitos urbanos como la Universidad del Norte, el Colegio Parrish y el Hotel Marriot, además de vías importantes como la Carrera 53 y la Av. Olaya Herrera. Ciudad Mallorquín está ubicado estratégicamente en una de las principales zonas de desarrollo del Municipio de Puerto Colombia. Plantea la construcción de un parque urbano que se convertirá en el pulmón verde del nuevo sector, donde su principio fundamental es la conservación del entorno natural existente. Se complementará con ciclovías y amplios andenes que promueven una movilidad sostenible.

Contactar
Llamar
Whatsapp",209460000,Apartamento,Barranquilla,Miramar,Atlantico,46.7,1,,1
"Desde $ 195.000.000

Apartamento en Miramar, Barranquilla, Atlantico

Unidades desde:

2 Habs.
2 Baños
48.53 m²
Puerta Dorada La Isla, Apartamento En Venta En Miramar, Barranquilla

Puerta Dorada se desarrolla en el área metropolitana de Barranquilla, en uno de los sectores de mayor proyección, crecimiento y valorización del Caribe Colombiano. Este lugar cuenta con un área de 60 hectáreas cuyo desarrollo urbanístico integrará 10.000 soluciones de vivienda social construidas, 4 parques, grandes zonas verdes y recreativas. Este será el proyecto de Mi Casa Ya más grande del país para vivienda social. Un lugar que se convertirá en la oportunidad insuperable para comprar vivienda. Puerta Dorada es la NUEVA Barranquilla. La Isla, el lugar para invertir en la vivienda que sueñas para tu familia, y vivir en la nueva Barranquilla, moderna y creciente.

Contactar
Llamar
Whatsapp",195000000,Apartamento,Barranquilla,Miramar,Atlantico,48.53,2,,2
"Desde $ 232.740.000

Apartamento en Riomar, Barranquilla, Atlantico

Unidades desde:

2 Habs.
2 Baños
51.59 m²
Riverblue, Apartamento En Venta En Riomar, Barranquilla

Riverblue es un innovador proyecto de Vivienda de Interés Social ubicado en norocciente de Barranquilla que reúne un diseño vanguardista y moderno con espacios abiertos, en una de las zonas de más desarrollo en la ciudad, Riomar. Con espacios para que conectes con tu vida y te reencuentres con la naturaleza, aprovechando su ubicación que te ofrece un estilo de vida único y todas las zonas comunes que buscas para ti y tu familia. Riverblue cuenta con 9 torres de 8 pisos con 8 apartamentos por piso, para un total de apartamentos de 576 unidades. Tiene un edificio de parqueaderos de 2 pisos, con parqueaderos y zonas comunes.

Contactar
Llamar
Whatsapp",232740000,Apartamento,Barranquilla,Riomar,Atlantico,51.59,2,,2
"Desde $ 325.751.000

Apartamento en Norte centro historico, Barranquilla, Atlantico

Unidades desde:

2 Habs.
2 Baños
55.59 m²
La Plazuela, Apartamento En Venta En Norte Centro Historico, Barranquilla

Un proyecto con ubicación céntrica y diseño ideal que ofrece 732 apartamentos, amplias zonas sociales, parqueaderos privados y acceso fácil por la Calle 53 entre carreras 44 y 45.

Contactar
Llamar
Whatsapp",325751000,Apartamento,Barranquilla,Norte centro historico,Atlantico,55.59,2,,2
"Desde $ 410.000.000

Oficina en Villa country, Barranquilla, Atlantico

Unidades desde:

1 Ambiente
1 Baño
40 m²
Américas 4 Business Center, Oficina En Venta En Villa Country, Barranquilla

Proyecto de 11 pisos de oficinas con áreas desde 40 hasta 870 M2, ubicado en la zona empresarial exclusiva de la ciudad, siendo este la continuidad de los américas I, II, III. Este proyecto cuenta con zonas comunes como zona de cafeteria, parqueaderos de visitantes y propietarios, sala de juntas, sala de conferencias, locales comerciales, vistas increíbles

Contactar
Llamar
Whatsapp",410000000,Oficina,Barranquilla,Villa country,Atlantico,40,1,,p
"Desde $ 635.696.000

Apartamento en Miramar, Barranquilla, Atlantico
3 Habs.
3 Baños
104.8 m²
Piamonte, Apartamento En Venta En Miramar, Barranquilla

El proyecto PIAMONTE se encuentra ubicado en la manzana B en el desarrollo urbanístico de Miramar IV etapa ubicado en la ciudad de Barranquilla entre las vías TV. 44 y 45A y las calles 101 y 102. Un sector de gran desarrollo urbano, con parques de cesión pública, vías de perfil generoso y gran potencial de valorización.

Contactar
Llamar
Whatsapp",635696000,Apartamento,Barranquilla,Miramar,Atlantico,104.8,3,,3
"Desde $ 148.049.694

Apartamento en Alameda, Barranquilla, Atlantico

Unidades desde:

1 Hab
1 Baño
41 m²
Carpintero, Apartamento En Venta En Alameda, Barranquilla

Carpintero es el nuevo conjunto de apartamentos VIS y VIP en Alameda del Río en Barranquilla, que permite adecuar a tu gusto el espacio. El proyecto cuenta con un diseño fresco y natural, se desarrollará en 2 etapas, con un total de 20 torres de 5 a 7 pisos y zonas comunes ideales para divertirse en familia, con parqueaderos comunales para residentes y visitantes. Las unidades de vivienda cuentan con áreas construidas de 41m2 y 51 m2.

Contactar
Llamar
Whatsapp",148049694,Apartamento,Barranquilla,Alameda,Atlantico,41,1,,1
"Desde $ 213.525.000

Apartamento en Urbanizacion bucaros 2, Bello, Antioquia

Unidades desde:

2 Habs.
2 Baños
54 m²
Montiara, Apartamento En Venta En Urbanizacion Bucaros 2, Bello

Apartamentos de 2 alcobas más estudio, con posibilidad de 3 y 2 baños. Un proyecto en unidad cerrada, con zonas comunes para toda la familia: salón social, juegos infantiles, salón de piñatas, gimnasio, workout, cancha multifuncional, piscina de adultos y niños, turco, huerta, 2 zonas BBQ y zona de mascotas. Gerencia, Construye, Diseña y Vende: Coninsa S.A.S.

Contactar
Llamar
Whatsapp",213525000,Apartamento,Bello,Urbanizacion bucaros 2,Antioquia,54,2,,2
"Desde $ 459.767.663

Apartamento en Fabricato, Bello, Antioquia

Unidades desde:

2 Habs.
2 Baños
64 m²
Atlántica, Apartamento En Venta En Fabricato, Bello

Vive en Bello, Atlántica Apartamentos, vivirás en una ubicación privilegiada a un paso del Centro Comercial Parque Fabricato como tu vecino, tendrás acceso a una amplia gama de servicios, entretenimiento y opciones gastronómicas, todo a tu alcance. Disfruta de tus planes favoritos todos los días, Nueva Torre GranVista, Consolidación de Ciudad Fabricato, Fácil transporte, cerca de hospitales y colegios.

Contactar
Llamar
Whatsapp",459767663,Apartamento,Bello,Fabricato,Antioquia,64,2,,2
"Desde $ 213.525.000

Apartamento en La navarra, Bello, Antioquia

Unidades desde:

2 Habs.
2 Baños
54 m²
Sendero Silvestre, Apartamento En Venta En La Navarra, Bello

Aquí comienza tu nueva historia, un lugar rodeado de naturaleza con un gran sendero ecológico donde tú y tu familia podrán vivir momentos inolvidables. Apartamentos de 54 y 55 m2 de 3 alcobas, balcón, sala comedor, cocina y baños. Construye: Conaltura S.A. Gerencia, Diseña y Vende: Conin.sa Ramón H

Contactar
Llamar
Whatsapp",213525000,Apartamento,Bello,La navarra,Antioquia,54,2,,2
"Desde $ 226.500.000

Apartamento en Hato viejo, Bello, Antioquia

Unidades desde:

2 Habs.
2 Baños
52 m²
Verdeventura, Apartamento En Venta En Hato Viejo, Bello

Verdeventura es un maravilloso Proyecto VIS, ubicado en Bello, en el sector Santa Ana, cerca a la Universidad San Buenaventura. Aquí encontrarás apartamentos de 52 m² y completas zonas comunes para disfrutar.

Contactar",226500000,Apartamento,Bello,Hato viejo,Antioquia,52,2,,2
"Desde $ 278.575.000

Apartamento en Asentamiento la orquidea, Bello, Antioquia

Unidades desde:

3 Habs.
2 Baños
65.22 m²
La Vida Es Bella 1, Apartamento En Venta En Asentamiento La Orquidea, Bello

La Vida es Bella está compuesta por 7 torres de apartamentos con áreas desde 64 hasta 71 metros cuadrados. Precio incluye parqueadero, apartamentos para entrega inmediata. Unidad con zonas comunes completamente dotadas: Piscina, gimnasio, salón social, juegos infantiles, salón de jóvenes, salón de niños.

Contactar",278575000,Apartamento,Bello,Asentamiento la orquidea,Antioquia,65.22,2,,3
